®H¨½ PM10,®H¨½ PM2.5,®H¨½ RH,®H¨½ Temp,®H¨½ Rain,®H¨½ Wind
26,19,83,23,0.8,0.7
23,23,84,23,1.8,0.6
20,21,83,23,0,0.2
20,18,82,24,0,0.6
21,18,82,24,0,0.6
24,19,82,24,0.2,0.3
29,23,81,24,0,0.5
31,20,82,24,0,0.5
35,22,83,24,0,0.8
37,24,85,24,0,0.4
33,26,84,24,0,0.5
34,26,83,23,0,0.3
37,20,84,23,0,0.4
37,19,85,23,0,0.8
34,15,83,23,0,0.4
29,13,81,23,0,0.4
26,14,82,23,0,0.4
28,14,81,23,0,0.4
29,13,84,22,0,0.5
31,16,85,22,0,0.6
33,17,83,22,0,0.3
32,22,79,24,0,0.7
32,23,72,26,0,1
33,20,68,28,0,0.6
29,22,63,29,0,1.2
33,25,62,30,0,3.2
54,39,66,29,0,4.1
76,59,67,29,0,3
77,60,66,29,0,2.1
78,60,66,29,0,1.8
76,64,66,29,0,1.2
76,65,69,28,0,2.6
78,58,73,27,0,1.5
79,54,75,27,0,1.3
79,57,77,26,0,0.9
76,60,79,26,0,1
78,62,81,25,0,0.6
81,58,82,25,0,0.8
71,48,81,25,0,0.6
54,41,77,25,0,0.5
43,33,80,24,0,0.6
43,28,81,23,0,0.1
40,28,81,23,0,0.5
42,30,84,23,0,0.5
48,34,83,23,0,0.6
50,37,81,24,0,0.5
50,34,71,26,0,0.7
46,30,63,28,0,0.4
35,25,56,30,0,1.3
27,23,55,31,0,3.4
31,25,54,31,0,3
37,28,53,31,0,2.1
50,34,55,32,0,2.7
60,45,58,31,0,3.7
62,51,61,31,0,3.1
66,54,63,30,0,2.4
68,55,66,29,0,1.7
70,58,69,28,0,1.6
71,60,72,27,0,1.1
75,59,73,27,0,0.6
72,58,75,26,0,0.4
68,60,76,26,0,0.7
71,57,77,26,0,0.9
66,56,79,25,0,0.7
62,59,80,25,0,0.7
67,59,81,25,0,0.4
68,60,82,24,0,0.7
70,60,83,24,0,0.2
62,57,82,24,0,0.8
55,49,76,26,0,0.7
60,44,71,27,0,0.2
57,48,65,29,0,1.2
60,51,63,30,0,3.9
64,54,64,30,0,2.8
60,50,62,30,0,3
65,51,63,30,0,4.2
65,54,70,29,0.4,3.1
60,48,80,27,3.4,2
49,44,78,27,0,0.5
49,37,80,26,0,1.4
55,27,80,26,0,1.2
51,20,79,26,0,0.9
49,19,80,25,0,0.9
51,25,81,25,0,0.9
48,28,80,24,0,1
43,26,81,24,0,0.7
42,26,82,24,0,0.7
39,24,83,24,0,0.4
45,23,85,23,0,0.4
48,23,86,23,0,0.3
43,25,85,23,0,0.3
43,27,84,23,0,0.8
44,24,81,23,0,0.4
40,23,76,24,0,0.7
40,25,66,27,0,0.2
40,25,59,29,0,0.9
37,22,49,31,0,1.1
29,19,45,33,0,2.5
24,19,46,34,0,3.1
31,17,50,33,0,4.3
37,19,52,33,0,4.4
37,22,56,32,0,4.8
38,23,62,31,0,5
38,23,68,29,0,3.9
34,15,70,28,0,2.8
33,14,72,27,0,2.1
34,15,72,27,0,1.4
31,16,75,27,0,1.2
31,19,76,27,0,1
34,18,78,26,0,1
35,17,78,26,0,0.5
34,16,78,26,0,0.6
34,18,76,25,0,0.5
35,19,80,25,0,0.1
39,16,77,24,0,0.7
39,23,80,24,0,0.9
32,27,74,24,0,0.6
31,23,71,26,0,0.6
32,18,66,27,0,0.4
28,20,58,29,0,0.8
31,18,58,31,0,2
37,19,57,32,0,3.5
37,20,56,32,0,2.9
37,23,55,32,0,3.1
40,29,56,32,0,4.3
43,27,71,28,5.4,2.4
31,22,81,25,1,1.3
21,18,81,26,0.2,0.6
24,20,80,26,0,0.8
33,25,81,25,0,0.5
38,25,82,25,0,1.1
35,22,82,24,0,1
34,22,82,24,0,0.7
38,25,83,24,0,1.1
38,19,82,24,0,0.6
32,15,81,24,0,0.7
34,16,80,23,0,0.7
35,16,81,23,0,0.5
33,15,82,23,0,0
33,16,83,23,0,0.2
34,19,83,23,0,0.5
32,17,79,24,0,0.4
27,16,70,25,0,1
23,15,67,26,0,0.7
26,15,68,27,0,0.8
26,17,62,29,0,0.7
24,17,58,29,0,1.1
21,18,56,30,0,0.8
23,10,59,30,0,2.2
26,10,62,29,0,1.6
27,19,62,29,0,0.6
29,18,61,29,0,2
35,16,62,29,0,1.4
37,18,62,28,0,1.2
39,19,70,27,0,0.8
45,18,71,27,0,0.5
40,18,71,26,0,0.5
33,23,72,26,0,0.4
29,18,76,25,0.6,0.3
26,13,80,24,0,0.3
28,17,83,24,2.4,0
27,22,84,23,3.6,0.2
18,16,84,23,2.6,0.7
17,9,84,23,0,0.6
21,10,85,23,0,1.1
22,14,84,23,0,0.6
21,14,85,23,5.6,0.7
15,13,85,23,7.8,1.3
12,12,84,23,1.4,0.2
15,4,81,25,0,0.6
15,7,71,28,0,1
13,12,65,29,0,1.3
18,12,64,30,0,3.6
24,17,68,29,0,3.2
33,19,69,29,0,1.9
40,23,70,28,0,2.4
45,24,72,27,0,1.8
51,26,74,27,0,0.9
54,33,76,26,0,0.6
53,32,79,26,0,0.7
54,27,81,25,0,0.5
56,31,82,25,0,0.7
56,29,82,25,0,0.6
57,26,82,24,0,0.6
57,30,83,24,0,0.3
43,26,74,24,0,1
34,19,77,24,0,1.1
40,19,77,23,0,0.5
42,16,73,24,0,0.5
34,16,70,25,0,0.6
31,18,63,27,0,0.5
33,17,59,29,0,0.7
33,20,54,31,0,1.3
25,16,53,32,0,2.5
16,11,53,32,0,3.2
33,17,56,32,0,4
51,24,59,32,0,4
53,23,60,31,0,3.9
56,23,63,30,0,3.3
61,26,70,28,0,1.7
61,27,71,28,0,1.3
60,30,73,27,0,1.2
55,29,74,27,0,1
50,24,75,26,0,1.1
48,27,76,26,0,0.9
48,26,80,25,0,0.1
46,22,78,25,0,1
42,22,77,24,0,0.5
39,16,80,24,0,0.6
37,18,80,23,0,0.7
35,22,80,23,0,0.3
42,18,82,23,0,0.4
45,19,80,24,0,0.5
49,20,77,25,0,0.6
43,24,68,27,0,0.3
32,25,60,30,0,1
28,20,53,31,0,1.3
23,17,52,33,0,2.4
26,15,54,33,0,4
32,15,54,33,0,3.4
37,16,54,33,0,3.3
44,17,59,32,0,4
48,20,66,31,0,3.3
48,24,68,30,0,2.8
48,23,71,29,0,2.4
45,19,74,28,0,1.6
40,24,75,28,0,0.6
39,23,78,27,0,1.1
37,23,78,27,0,0.6
40,23,77,26,0,0.6
45,23,77,26,0,0.9
40,22,78,25,0,0.7
35,18,76,25,0,1.2
33,22,71,25,0,1.4
31,25,79,24,0,0.2
29,25,81,23,0,0.6
29,20,79,23,0,0.4
32,17,71,25,0,0.4
32,16,63,27,0,0.5
28,14,54,30,0,1
22,11,55,31,0,1.2
26,9,53,32,0,3.4
28,13,52,33,0,2.5
28,17,53,33,0,2.5
29,20,56,33,0,3.2
38,24,57,33,0,3.6
39,23,57,32,0,2.8
38,18,59,31,0,2.5
38,16,62,30,0,2.1
35,14,67,29,0,1.6
35,17,69,29,0,0.2
33,20,73,28,0,0.7
32,19,76,27,0,0.8
29,20,71,26,0,1
31,17,76,26,0,0.5
28,16,69,25,0,1.3
23,15,68,25,0,1.4
23,13,61,25,0,1.4
24,13,70,24,0,0.7
24,10,64,24,0,1
20,4,64,24,0,0.2
20,8,64,25,0,0.4
23,11,55,28,0,0.3
24,11,48,31,0,0.5
22,12,45,32,0,1.9
18,10,43,33,0,1.6
23,9,44,34,0,3.3
29,12,46,34,0,3.4
29,18,48,34,0,3.4
29,20,52,33,0,4.1
34,15,62,31,0,4.1
38,19,65,30,0,2.5
39,22,66,30,0,2
37,18,68,29,0,1.7
31,19,70,28,0,1.5
28,20,70,27,0,1
26,18,72,27,0,0.6
26,17,74,26,0,0.8
26,15,77,26,0,0.2
26,16,71,25,0,0.8
29,20,73,25,0,1
24,17,62,25,0,1
18,11,67,25,0,0.6
22,7,57,25,0,0.4
20,9,62,25,0,0.9
18,13,64,26,0,0.6
22,17,59,27,0,0.6
22,17,55,29,0,0.3
21,11,50,31,0,1.2
22,11,50,32,0,2.7
21,16,46,33,0,1.7
17,17,41,34,0,1
21,17,43,35,0,3.4
29,18,50,33,0,3.7
32,22,59,31,0,4
32,25,64,30,0,3.5
33,24,68,29,0,2.7
32,20,70,28,0,1.5
33,18,72,27,0,1.6
32,22,74,26,0,0.8
31,24,76,26,0,0.4
34,25,77,25,0,0.3
35,26,79,25,0,0.4
31,26,79,24,0,0.2
28,23,81,24,0,0.5
31,19,82,23,0,0.6
27,24,81,23,0,0.2
28,22,80,22,0,0.7
29,18,77,23,0,0.4
29,17,66,25,0,0.6
33,17,58,28,0,0.6
34,19,49,31,0,0.6
26,12,31,33,0,1.3
21,9,36,34,0,3.5
27,14,42,34,0,3.6
35,18,46,34,0,3.7
38,22,47,33,0,4.6
37,14,46,32,0,3.9
33,11,45,31,0,3.1
27,14,46,31,0,2.4
23,11,52,30,0,2.4
24,12,57,29,0,1.1
22,13,58,28,0,0.4
21,12,62,27,0,1.3
26,13,65,27,0,1.1
28,15,70,26,0,0.3
24,15,71,25,0,0.5
20,15,70,25,0,0.9
21,15,75,24,0,0.3
23,15,73,24,0,0.5
18,13,76,23,0,0.3
17,14,74,23,0,0.5
21,12,69,24,0,0.2
24,9,62,26,0,0.1
24,12,54,28,0,0.8
20,13,52,30,0,0.6
20,8,50,30,0,1.6
21,7,48,32,0,1
24,8,46,32,0,3
29,9,50,32,0,1.8
32,12,58,31,0,2.9
33,10,63,30,0.4,2.2
33,10,71,28,0,1.2
31,12,70,28,0,1.4
28,12,73,27,3.6,1.6
27,12,77,26,0,1.7
26,13,76,26,0,1.2
26,18,74,26,0,1
24,17,75,25,0,1.4
22,14,74,25,0,0.9
21,13,75,25,0,0.6
20,13,77,25,0,1.2
23,16,80,24,0,0.6
23,16,78,24,0,0.5
21,9,75,25,0,0.6
21,4,71,25,0,0.4
21,7,76,24,0,0.5
23,10,70,25,0,0.2
23,12,73,25,0,0.5
23,12,70,25,0,0.3
23,11,70,25,0.2,0.5
21,10,77,23,1.8,1.3
16,8,78,22,3,1.3
11,8,80,22,6.2,1.7
11,8,81,22,3.4,0.3
12,7,85,21,6.2,0.5
13,8,85,21,7,0.5
15,8,86,21,8,0.8
13,9,85,21,1.8,0.5
11,9,85,22,0.2,0.1
12,5,85,22,0.4,0.5
13,8,85,22,0.2,0.5
12,9,85,22,0,0.5
15,4,85,22,0,0.5
18,7,86,22,0.4,0.6
21,13,86,22,0.2,0.3
17,14,86,22,0,0.5
18,8,86,22,0.2,0.5
23,9,86,22,0,0.5
22,15,86,22,0,0.5
22,13,86,22,0.2,0.9
23,11,86,22,0.2,0.6
22,11,85,23,0.4,0.5
18,8,84,23,0.4,0.6
13,8,83,24,0.6,0.8
13,6,79,25,0,0.5
12,4,74,26,0,0.7
11,8,74,26,0,0.7
10,9,76,26,0,0.2
13,11,78,26,0,1.9
22,16,79,25,0,2
26,16,82,25,0.2,0.5
27,17,84,24,0.4,0.5
31,19,85,24,1.2,0.6
31,20,86,24,0.4,0.6
27,18,86,24,0,0.7
24,18,86,24,0,0.3
23,17,86,23,0.6,1.1
22,17,87,23,0.2,0.6
22,16,87,23,0.2,0.4
20,11,87,23,0.8,0.4
15,9,87,23,4.6,0.5
15,5,86,23,2.4,0.4
13,1,86,23,0,0.3
11,0,86,23,0,0.6
10,0,85,23,0.4,0.5
12,2,84,24,0,1.1
15,4,81,25,0,0.5
16,8,78,26,0,0.6
17,10,74,27,0,0.7
15,10,68,29,0,0.8
11,9,66,30,0,2.7
16,11,70,29,0.2,2.2
24,15,73,29,0,2.7
32,19,77,27,1,3.2
26,13,85,25,10,0.5
11,4,85,25,1.6,0.9
9,4,86,25,0,1.1
16,7,86,25,0,0.9
18,13,84,25,0.2,1.1
16,11,84,25,0,0.4
16,7,85,24,0.6,0.5
15,8,86,24,0.2,0.2
12,7,87,24,0,0.8
10,5,87,24,0,0.6
9,9,87,24,0,0.7
12,7,87,24,0.2,0.4
13,4,87,24,0,0.6
11,4,87,24,0,0.4
16,8,86,24,0,0.6
16,10,86,24,1.8,1.1
12,7,86,24,0.8,0.4
11,8,86,25,0,0.4
12,12,83,26,0,0.6
12,7,79,27,3.2,1.3
7,4,84,26,0.6,0.6
5,9,84,26,5.6,0.7
9,5,85,25,4.8,0.6
12,4,86,25,0.4,0.6
13,8,86,25,0,0.8
12,11,85,25,0,0.6
13,9,86,25,0.8,0.2
12,5,87,24,7.4,0.9
11,5,87,24,0.2,0.6
10,5,87,24,0.4,0.4
10,2,87,24,2.4,0.6
10,5,87,24,0.2,0.2
9,4,87,24,0.4,0.8
9,2,88,24,1.4,0.4
9,7,88,24,4.4,0.6
10,5,88,23,1,0.6
11,4,88,24,0,0.3
11,5,87,24,0.4,0.2
9,3,87,24,0.2,0.5
6,4,87,24,0,0.4
7,8,86,24,1.6,0.9
6,9,87,24,6.4,1.1
9,9,87,24,6.6,0.4
10,8,88,24,2.4,0.2
7,2,87,24,5.4,0.6
5,0,87,24,13,0.8
5,2,88,24,12,1.3
5,2,88,23,9.4,0.3
5,4,88,23,16,0.5
7,7,88,23,28,0.1
9,5,89,23,3.2,0.8
7,5,89,23,0.2,0.6
6,5,89,23,4,0.3
5,5,89,23,2.4,0.6
6,8,89,23,6.2,0.7
5,4,89,23,2.6,0.4
1,3,89,23,0,0.3
2,4,89,23,0,0.4
6,0,89,23,0,0.5
9,3,89,23,0,0.1
10,7,89,23,0.2,0.2
16,5,89,23,0,0.4
20,8,89,24,0.2,0.3
18,13,89,24,0,0.2
16,12,88,24,0.8,0.8
13,9,88,25,3,0.4
9,3,87,25,0,0.5
9,2,85,26,2.6,1.3
16,11,87,25,0.4,2.4
24,19,86,25,0,1
28,25,84,26,0,1.1
32,27,84,26,0,1.2
33,30,84,25,0.2,0.5
34,34,83,25,0,0.4
38,37,85,25,0,0.1
38,32,87,25,0,0.7
38,28,87,25,0,0.5
34,29,88,25,0,0.3
35,28,88,25,0,0.5
35,26,88,24,0,0.4
42,26,88,24,0,0.3
43,24,88,24,0,0.3
34,19,88,24,0,0.3
32,13,88,24,0,0.3
32,14,88,24,1.6,0.1
28,17,88,24,0.6,0.1
26,16,88,24,0,0.4
24,15,86,25,0,0.3
20,11,81,26,0,0.3
16,10,84,26,1.4,0.7
15,10,86,25,15,0.8
16,8,87,24,21,0.5
13,9,87,25,4.6,0.5
8,5,88,24,17,0.9
2,0,88,24,15.5,1.3
9,1,87,23,14,1.8
10,8,87,23,10,0.8
10,9,87,23,1.8,0.3
17,7,88,23,0.2,0.7
24,14,88,23,1.4,0.7
20,14,88,23,1.4,1.1
10,0,88,23,19,0.4
10,0,88,23,6.6,0.4
7,4,89,23,2,0.7
7,2,89,23,3.6,0.2
6,3,89,23,1.2,0.5
5,3,89,23,0,0.3
5,4,89,23,0,0.6
9,5,88,23,0,0.5
12,7,88,23,0,0.7
12,9,88,23,0,0.4
12,5,87,24,0.8,1.1
9,1,87,24,1,0.3
7,4,86,24,1,0.7
10,9,83,25,0,0.9
11,10,84,25,0.8,0.5
9,8,84,25,0.4,1.2
5,4,86,24,23,1.4
2,7,88,23,16,0.3
4,9,88,23,3.8,0.9
10,4,88,24,1,0.8
11,7,88,24,0,0.2
9,9,88,24,0,0.3
15,10,88,24,0,0.3
20,13,88,24,0,0.6
20,16,88,23,0,0.2
23,16,89,23,0,0.3
23,16,89,23,0,0.3
22,15,89,23,0,0.3
23,12,89,23,0,0.5
23,13,89,23,0,0.3
23,11,89,23,0,0.5
23,8,89,23,0,0.4
22,12,89,23,0.4,0.3
22,13,89,23,1.2,0.4
21,12,88,23,2.2,0.1
17,12,87,23,1.4,0.7
12,9,88,23,3,0.6
9,9,88,23,5,0.5
9,12,88,23,0.4,0.5
11,13,87,24,0.8,0.6
13,12,82,26,0,0.5
13,8,75,28,0,0.8
13,4,70,29,0,0.8
17,4,74,28,0,1.3
17,9,78,27,0,0.5
20,14,80,27,0,0.4
29,15,85,26,0,0.3
31,17,86,25,0,0.5
27,19,87,25,0,0.1
28,17,87,24,0,0.6
24,13,88,24,0,0.5
23,13,88,24,0,0.2
31,15,88,24,0,0.6
31,15,87,24,0,0.3
27,13,86,24,0,0.5
29,12,88,24,0,0.1
34,14,88,24,0,0.4
33,15,86,24,0,0.3
29,12,77,26,0,0.1
26,13,68,29,0,0.5
21,16,65,30,0,1
17,13,61,32,0,1.6
16,14,67,31,0,3.2
13,13,82,27,28,0.9
15,12,84,25,3,1.8
15,10,82,25,2,1.7
12,12,79,27,0,0.4
15,12,78,28,0,0.2
21,12,80,27,0,0.5
27,13,82,26,0,0.4
28,13,83,26,0,0.3
29,11,85,25,0,0.5
31,13,86,25,0,0.4
32,15,86,24,0,0.2
29,14,86,24,0,0.6
23,12,85,24,0,0.6
24,8,85,24,0,0.8
26,4,86,24,0,0.4
24,4,86,23,0,0.3
24,5,87,23,0,0.6
26,10,86,23,0,0.6
31,13,84,25,0,0.3
32,14,79,26,0,0.8
28,14,70,29,0,1.8
24,13,63,31,0,1.4
23,12,62,31,0,2.8
22,12,73,30,0.2,2
20,15,79,28,1.4,1.5
16,13,84,25,15,1.3
20,14,82,27,0,0.6
23,16,82,27,2.4,0.3
22,13,83,27,0,1.3
23,14,83,27,0,0.2
26,18,85,26,0,0.4
28,19,86,26,0,0.4
32,17,87,25,0,0.3
35,14,87,25,0,0.3
34,15,87,25,0,0.3
33,15,87,24,0,0.2
29,16,87,24,0,0.4
29,16,87,24,0,0.3
29,14,87,24,0,0.3
29,13,87,24,0,0.7
29,13,85,24,0,0.3
32,15,86,24,0,0.8
33,19,86,24,0,0.5
31,22,79,26,0,0.5
29,17,77,27,0,0.6
27,12,76,28,0,0.4
22,11,81,26,3.2,1.6
12,12,85,25,2,0.2
13,12,85,25,8,1.2
12,11,87,24,11,0.2
4,10,87,24,1.2,1
6,8,86,25,0.4,0.5
11,9,87,24,0.2,0.7
15,13,87,24,1.2,0.7
15,14,87,23,2,0.4
12,12,86,23,0.2,0.3
13,13,87,23,0,0.4
17,13,87,23,0,0.4
20,12,87,23,0,0.8
17,13,87,23,0.2,0.7
18,10,87,23,0.2,0.2
20,9,88,23,0.2,0.5
17,9,88,23,0,0.3
22,9,88,23,0,0.2
27,8,88,23,0,0.4
22,8,88,23,0,0.1
23,13,86,24,0,0.2
33,17,83,24,0,0.4
35,19,81,26,0,0.8
38,24,79,26,0,0.8
39,23,76,27,0,1.2
35,27,72,28,0,0.3
29,22,65,30,0,0.8
17,11,64,30,0,1.3
13,9,67,30,0,1.3
21,15,68,30,0,1
23,18,71,29,0,0.9
32,15,77,28,0,1.8
33,18,79,27,0,1.1
28,22,78,27,0,0.4
34,23,82,26,0,0.9
37,19,84,26,0,0.4
33,17,85,25,0,0.4
31,13,85,25,0,0.2
29,8,86,24,0,0.3
29,10,85,24,0,0.4
26,15,85,24,0,0.2
23,13,85,23,0,0.5
27,9,85,23,0,0.4
28,10,80,24,0,0.2
27,14,76,25,0,0.6
29,18,68,27,0,0.7
24,15,57,30,0,0.1
15,14,53,32,0,1.8
17,12,52,32,0,1.4
20,11,51,33,0,1.7
23,14,53,33,0,2.2
26,20,60,32,0,4.3
26,15,74,27,0.4,1.3
20,9,79,26,0.4,0.7
27,15,79,26,0,0.8
31,15,77,26,0,0.6
26,12,79,26,0,0.7
24,12,82,25,0,0.1
23,13,83,25,0,0.6
27,11,85,25,0,0.2
28,11,85,24,0,0.6
24,12,86,24,0,0.6
29,15,87,24,0,0.5
37,23,87,23,0,0.6
35,19,86,23,0,0.1
29,16,87,23,0,0.1
27,15,87,23,0,0.2
23,14,86,23,0,0.3
24,17,79,25,0,0.4
28,18,71,27,0,0.1
22,16,63,30,0,1.4
17,14,60,31,0,1.4
17,12,58,32,0,1.2
20,15,57,33,0,2.9
23,16,61,32,0,4.2
23,15,68,30,0,2.5
21,19,69,29,0,2.6
15,14,68,28,0,1.2
16,12,65,30,0,1.2
20,14,67,29,0,0.3
22,15,74,28,0,1.2
24,15,75,27,0,0.9
24,12,77,26,0,0.8
24,15,79,25,0,0.9
24,13,81,25,0,0.2
22,8,81,25,0,0.3
22,11,82,24,0,0.4
23,12,84,24,0,0.5
24,15,85,23,0,0.3
28,12,84,23,0,0.3
24,9,84,23,0,0.3
22,14,84,23,0,0.4
23,17,75,25,0,0.3
23,15,63,28,0,0.6
21,12,58,30,0,1.3
18,9,57,31,0,2.3
16,4,59,31,0,3
16,7,55,32,0,1.5
17,10,52,33,0,2.1
18,13,59,32,0,3.9
17,15,59,32,0,2.6
24,15,68,30,0,3.8
32,18,71,30,0,1.7
29,24,72,29,0,1.7
34,26,75,28,0,1.2
34,25,77,28,0,0.8
28,24,79,27,0,1
29,22,80,27,0,0.7
29,19,80,27,0,0.4
28,18,82,26,0,0.7
26,16,83,26,0,0.3
27,15,83,26,0,0.5
28,19,84,25,0,0.3
26,22,83,25,0,1
27,20,81,25,0,0.3
26,19,79,25,0,0.4
24,15,72,27,0,0.4
23,15,68,28,0,0.6
21,17,61,30,0,1.2
18,13,58,31,0,2
18,8,52,32,0,2.2
16,7,53,33,0,2.5
18,12,61,32,0,3.6
24,17,67,30,0,2.5
24,16,74,29,1.2,2.8
22,14,82,26,2.4,0.7
22,18,78,27,0,0.6
23,18,78,27,0.4,0.9
22,15,84,26,0.2,1
20,17,83,26,0,0.6
21,19,84,26,0,0.6
27,18,85,26,0,0.7
32,15,85,26,0,0.5
29,13,83,25,0,0.6
24,12,83,25,0,0.8
21,11,82,25,0,0.3
22,11,83,25,0,0.6
23,13,83,25,0,0.3
23,11,85,24,0,0.4
28,12,85,24,0,0.3
29,17,84,25,0,0.5
29,18,82,25,0,0.3
28,16,82,25,0,0.5
27,13,81,26,0.2,0.6
24,14,80,26,0.2,1.1
22,18,75,27,0,0.3
22,15,66,30,0,1.3
18,15,60,31,0,1.7
15,14,60,31,0,2.4
16,7,68,29,0,2.7
15,7,80,26,1.6,1.1
20,14,82,26,0,0.4
27,17,83,26,0,0.4
24,16,84,25,0,0.4
26,15,84,25,0,0.3
26,16,84,25,0,0.9
21,14,83,25,0,0.7
21,11,84,25,0,0.6
22,13,84,25,0,0.5
21,10,84,24,0,0.3
21,12,84,24,0,0.6
24,14,85,24,0,0.7
23,11,85,24,0,0.8
18,11,83,24,0,0.2
20,15,81,26,0,0.3
24,14,76,27,0,0.3
22,13,69,29,0,0.5
17,15,67,30,0,0.9
15,14,61,32,0,1.8
22,14,64,31,0,4
27,15,67,30,0,2.7
27,23,65,31,0,1.7
28,28,68,31,0,2.4
23,22,69,28,0,1.8
18,13,68,28,0,0.6
17,11,69,28,0,1.2
18,15,75,27,0,1
24,13,76,26,0,1.3
27,12,78,26,0,1
28,15,79,26,0,0.5
29,12,80,25,0,0.4
26,10,82,25,0,0.5
22,14,83,24,0,0.3
24,17,84,24,0,0.6
26,17,84,24,0,0.6
23,14,84,24,0,0.6
27,15,86,23,0,0.4
28,18,84,24,0,0.3
28,17,80,25,0,0.8
37,17,71,28,0,1
31,17,62,30,0,1.2
22,13,57,31,0,0.8
22,11,55,32,0,2.7
22,11,54,32,0,3.3
23,14,53,33,0,3.1
29,19,53,33,0,3.1
32,20,55,33,0,2.9
27,18,62,31,0,2.4
27,19,67,30,0,1.8
29,22,68,30,0,1.2
27,18,71,29,0,0.9
28,18,73,28,0,0.2
28,23,77,27,0,0.6
34,22,78,26,0,1.1
33,24,80,26,0,0.5
33,23,79,26,0,0.5
33,23,78,26,0,0.5
33,22,77,26,0,0.5
34,22,76,26,0,0.6
34,21,75,26,0,0.6
34,21,74,26,0,0.6
35,20,73,26,0,0.6
35,19,73,26,0,0.6
35,17,64,28,0,0.4
32,14,55,31,0,0.5
35,15,46,33,0,1.7
27,15,51,33,0,3.9
18,15,53,33,0,4
22,13,50,34,0,3.3
20,14,51,34,0,1.9
15,15,52,33,0,1.9
18,15,58,33,0,3.3
26,16,64,31,0,3
27,17,67,30,0,1.3
26,17,71,29,0,1.2
26,17,72,29,0,0.9
24,15,74,28,0,0.1
26,13,76,28,0,0.7
26,16,78,27,0,0.9
23,18,77,27,0,0.4
22,15,81,26,0,0.6
24,14,81,26,0,0.8
23,15,83,25,0,0.3
21,15,83,25,0,0.6
22,12,82,25,0,0.5
26,13,77,26,0,0.2
26,15,73,27,0,0.4
24,12,64,29,0,1
23,11,58,31,0,1
20,18,54,33,0,2
16,15,52,33,0,3.8
16,9,52,33,0,2.9
18,11,54,33,0,2.3
22,14,57,33,0,3.5
24,17,59,33,0,3.6
27,14,59,33,0,3.1
24,12,62,32,0,2.8
23,13,64,31,0,2.1
24,14,66,30,0,1.6
23,16,68,30,0,1.3
26,15,72,29,0,1.9
24,12,75,28,0,1
24,13,77,28,0,1
26,17,79,27,0,0.1
21,20,80,27,0,0.7
23,15,82,26,0,1.1
26,11,80,26,0,0.6
22,13,83,25,0,0.4
22,17,82,25,0,0.5
24,19,81,25,0,0.6
31,20,72,27,0,0.5
27,23,66,29,0,0.9
22,15,58,31,0,0.8
18,10,55,32,0,1.5
20,12,51,33,0,3.2
26,16,53,33,0,2.7
22,17,51,34,0,2.4
20,14,51,34,0,2.8
26,15,56,33,0,3
26,19,59,33,0,2.7
26,17,63,32,0,2.3
26,17,66,31,0,2
27,18,69,30,0,0.9
28,16,72,30,0,0.3
28,17,75,29,0,0.7
24,18,77,28,0,0.6
24,20,75,27,0,0.3
26,19,78,27,0,0.4
24,18,74,27,0,0.9
21,18,68,27,0,1.8
21,15,72,26,0,0.1
20,19,76,26,0,0.3
22,19,74,25,0,0.4
24,18,74,26,0,0.4
20,14,65,27,0,0.3
22,15,63,29,0,0.2
23,17,59,31,0,0.9
20,15,54,33,0,1.3
18,14,53,33,0,2.1
17,12,52,34,0,3.3
22,16,53,34,0,3.4
24,16,54,34,0,3
26,16,59,34,0,3.8
27,18,62,33,0,3.1
28,17,66,32,0,3.1
33,19,70,30,0,2.8
32,20,73,30,0,1.8
32,22,75,29,0,0.9
33,18,75,29,0,0.7
32,18,75,28,0,0.6
32,22,76,28,0,0.8
29,23,76,28,0,0.3
28,24,77,28,0,0.3
29,20,78,28,0,0.4
27,17,80,27,0,0.4
26,22,80,27,0,0.1
29,24,80,26,0,0.6
28,23,73,27,0,0.6
27,24,72,28,0,0.8
32,24,71,29,0,0.4
29,20,65,30,0,0.3
26,20,60,32,0,1.5
21,20,56,33,0,1.8
20,15,55,34,0,2
26,18,56,34,0,3
37,27,56,34,0,3.6
43,29,63,33,0,3.8
34,25,68,31,0,2.3
22,20,67,30,0,1.1
27,20,69,30,0,0.9
35,18,72,29,0,1.4
35,13,76,29,0,0.8
33,16,76,29,0,1.3
26,19,77,28,0,1
23,18,78,28,0,0.3
26,20,80,27,0,0.5
23,16,81,27,0,0.3
26,11,83,26,0,0.2
31,16,81,26,0,0.3
27,19,81,26,0,0.5
23,22,82,26,0,0
26,24,76,26,0,0.7
27,22,74,28,0,0.6
27,18,69,29,0,0.3
31,17,62,31,0,1.1
26,18,56,33,0,1.8
21,14,54,34,0,2.8
20,13,53,34,0,2.9
20,13,52,34,0,3.4
28,16,56,33,0,3.5
35,22,64,32,1.4,1.9
29,16,79,28,6,2.3
21,11,80,26,0,0.8
20,8,76,27,0,0.1
20,7,79,26,0,1.1
18,10,80,26,0,0.2
21,9,82,26,0,1
24,8,82,26,0,0.4
24,8,84,26,0,0.5
24,12,84,25,0,0.4
21,13,84,25,0,0.8
21,11,83,25,0,0.3
24,14,84,24,0,0.8
23,12,85,24,0,0.7
20,13,84,24,0,0.2
20,12,82,25,0,0.4
23,14,79,26,0,0.7
27,20,74,28,0,0.5
23,17,64,30,0,1.2
21,16,61,32,0,2.8
26,17,60,33,0,3.3
